,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.400000000000002e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002720000000000001,0.0007680000000000003,0.00033600000000000014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005360000000000001,0.0026880000000000016,0.004655999999999998,0.003456000000000003,0.0007920000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006170000000000001,0.004272,0.011430999999999993,0.016287999999999976,0.015506999999999993,0.006767999999999999,0.0010770000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,0.0,0.0,0.0,0.0,0.0,0.0,0.0004340000000000001,0.0037680000000000005,0.013348,0.024920000000000005,0.03324799999999995,0.03712800000000001,0.023484000000000005,0.007271999999999997,0.0008940000000000002,0.0,0.0,0.0,0.0,0.0,0.0
9,0.0,0.0,0.0,0.0,0.0,0.00017600000000000008,0.0018240000000000008,0.008166999999999997,0.019423999999999997,0.028605000000000005,0.04224000000000003,0.05250099999999994,0.04176000000000003,0.01859100000000001,0.004320000000000001,0.0004320000000000001,0.0,0.0,0.0,0.0,0.0
10,0.0,0.0,0.0,0.0,3.200000000000001e-05,0.00038400000000000017,0.002260000000000001,0.007471999999999998,0.014588000000000005,0.021808000000000025,0.04746400000000001,0.060048000000000025,0.04738799999999998,0.02356800000000001,0.006875999999999999,0.0011520000000000002,9.600000000000002e-05,0.0,0.0,0.0,0.0
11,0.0,0.0,0.0,0.0,0.0,0.00011200000000000005,0.0010559999999999999,0.004347,0.010287999999999997,0.020397000000000005,0.048032000000000075,0.05994499999999994,0.042864000000000034,0.018647000000000004,0.00432,0.00043200000000000004,0.0,0.0,0.0,0.0,0.0
12,0.0,0.0,0.0,0.0,0.0,0.0,0.00017800000000000004,0.0012720000000000001,0.003947999999999999,0.009111999999999993,0.022303999999999997,0.031560000000000026,0.02080399999999999,0.006695999999999999,0.0008460000000000001,0.0,0.0,0.0,0.0,0.0,0.0
13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00015700000000000005,0.0007680000000000005,0.0019110000000000008,0.005568,0.009863000000000002,0.005184,0.0009090000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.600000000000003e-05,0.00019200000000000009,0.0005839999999999999,0.0017280000000000002,0.00054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6000000000000006e-05,0.0,0.000144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
